Date,Campaign,Campaign Type,Impressions,Clicks,Conversions,Revenue,Cost,Region,AdCreative
22/03/23,Instagram,Prospecting,61440,1229,22,"$6,935.34","$3,715.29",London,CreativeC
22/03/23,Facebook,Retargeting,10624,1101,183,"$1,761.40","$1,599.96",South West,CreativeA
22/03/23,Instagram,Retargeting,3930,2291,139,"$13,626.98","$2,633.88",West Midlands,CreativeA
22/03/23,Instagram,Retargeting,46806,2115,200,"$15,457.96","$2,120.96",South West,CreativeB
22/03/23,SnapChat,Prospecting,8124,56,95,"$12,090.23","$4,065.73",Yorkshire and the Humber,CreativeA
22/03/23,SnapChat,Prospecting,56965,3222,190,$939.27,"$3,942.17",South East,CreativeA
22/03/23,YouTube,Retargeting,61949,3644,36,"$9,085.92","$6,278.50",London,CreativeC
22/03/23,Facebook,Retargeting,59347,1334,241,"$7,627.81","$3,586.95",Northern Ireland,CreativeC
22/03/23,SnapChat,Retargeting,109787,3139,26,"$5,493.69",$264.62,Wales,CreativeA
22/03/23,SnapChat,Retargeting,5026,2407,114,"$4,765.60","$2,226.10",East Midlands,CreativeB
22/03/23,YouTube,Retargeting,26910,2282,46,"$10,143.53","$8,941.92",Yorkshire and the Humber,CreativeB
22/03/23,TikTok,Retargeting,78810,1925,33,"$3,323.15","$4,230.82",West Midlands,CreativeC
22/03/23,YouTube,Prospecting,54170,1834,44,"$4,799.28","$2,173.32",East of England,CreativeB
22/03/23,Instagram,Prospecting,84902,569,246,"$4,144.66",$608.73,East Midlands,CreativeC
22/03/23,Instagram,Prospecting,86912,2324,50,"$9,764.29","$3,163.45",London,CreativeB
22/03/23,SnapChat,Retargeting,68638,1248,26,"$13,802.55","$7,042.27",Wales,CreativeC
22/03/23,SnapChat,Retargeting,60921,2876,41,"$9,523.45","$6,575.63",North East,CreativeC
22/03/23,YouTube,Prospecting,32600,107,32,"$1,827.20","$3,161.79",Wales,CreativeC
22/03/23,YouTube,Prospecting,17315,346,44,"$1,539.20","$3,833.69",London,CreativeB
22/03/23,Facebook,Retargeting,72907,846,25,"$11,486.52",$324.96,East Midlands,CreativeA
22/03/23,Instagram,Prospecting,30278,265,50,"$3,062.77","$1,099.73",Scotland,CreativeC
22/03/23,YouTube,Prospecting,27425,2053,32,"$10,862.42","$2,486.08",West Midlands,CreativeB
22/03/23,TikTok,Prospecting,69202,2603,99,"$5,419.64","$3,932.91",Wales,CreativeA
22/03/23,Facebook,Prospecting,53612,1234,10,$970.13,"$3,095.72",North East,CreativeA
22/03/23,YouTube,Retargeting,85274,2931,51,"$6,124.40","$1,721.11",Scotland,CreativeC
22/03/23,SnapChat,Retargeting,89212,1943,40,"$6,734.70","$4,696.97",West Midlands,CreativeA
22/03/23,YouTube,Retargeting,44499,758,58,"$8,579.67",$743.71,Northern Ireland,CreativeC
22/03/23,SnapChat,Retargeting,60518,90,70,"$3,157.89","$2,804.61",East Midlands,CreativeC
22/03/23,SnapChat,Prospecting,56425,206,64,"$9,536.69","$1,602.44",West Midlands,CreativeB
22/03/23,Instagram,Prospecting,66282,1191,262,"$9,275.27",$409.09,North West,CreativeC
22/03/23,Instagram,Prospecting,69725,113,50,"$14,940.89","$2,809.95",South West,CreativeC
22/03/23,YouTube,Retargeting,24958,791,57,"$10,074.88","$6,601.62",North West,CreativeB
22/03/23,YouTube,Retargeting,63821,3734,36,"$1,721.41","$3,185.13",South West,CreativeB
22/03/23,TikTok,Retargeting,44094,1625,188,"$7,182.74","$8,740.65",Scotland,CreativeA
22/03/23,Facebook,Retargeting,18124,87,26,"$14,915.49",$943.10,South West,CreativeA
22/03/23,Facebook,Prospecting,18262,1520,30,"$12,728.65","$2,594.56",East of England,CreativeB
22/03/23,YouTube,Retargeting,50990,2074,26,"$1,576.85","$6,086.86",London,CreativeB
22/03/23,Instagram,Prospecting,69078,604,53,"$1,581.36","$3,779.25",Wales,CreativeC
22/03/23,TikTok,Prospecting,54174,1373,59,"$11,027.52","$5,093.27",Scotland,CreativeA
22/03/23,Facebook,Prospecting,33567,198,10,"$6,647.60","$3,016.96",West Midlands,CreativeA
22/03/23,YouTube,Retargeting,46973,1623,188,"$5,858.27","$4,168.89",London,CreativeA
22/03/23,Instagram,Retargeting,34754,2226,28,"$6,917.72",$616.11,East Midlands,CreativeA
22/03/23,Instagram,Prospecting,93096,1192,63,"$11,388.58","$2,917.83",Wales,CreativeB
22/03/23,Instagram,Prospecting,3851,2259,22,"$7,209.87","$2,698.46",Wales,CreativeC
22/03/23,SnapChat,Retargeting,71609,225,50,"$3,615.33",$940.20,East Midlands,CreativeC
22/03/23,Instagram,Retargeting,91344,650,45,"$14,719.54","$5,621.30",London,CreativeC
22/03/23,YouTube,Retargeting,12448,558,84,"$7,965.18","$4,231.41",Scotland,CreativeC
22/03/23,TikTok,Retargeting,61646,2950,54,"$9,181.71","$1,765.17",East Midlands,CreativeC
22/03/23,YouTube,Prospecting,1275,2075,169,"$4,201.81",$892.69,North West,CreativeC
22/03/23,Instagram,Prospecting,26410,175,46,"$12,631.37","$2,970.95",North East,CreativeC
23/03/23,Facebook,Prospecting,4586,180,72,"$5,905.06","$2,766.09",Wales,CreativeA
23/03/23,YouTube,Retargeting,83565,100,19,"$10,886.78","$5,074.24",Wales,CreativeB
23/03/23,Facebook,Retargeting,50366,76,53,"$4,064.44","$3,729.06",East Midlands,CreativeC
23/03/23,Facebook,Prospecting,18718,1375,157,"$12,625.37","$4,082.33",London,CreativeC
23/03/23,Instagram,Prospecting,91349,1169,55,"$3,991.01",$856.55,Scotland,CreativeB
23/03/23,Instagram,Retargeting,64104,1056,225,"$5,245.87","$3,462.51",Yorkshire and the Humber,CreativeB
23/03/23,YouTube,Retargeting,46245,1779,30,"$10,830.83","$3,303.83",Yorkshire and the Humber,CreativeB
23/03/23,YouTube,Retargeting,94986,2310,68,"$9,500.35","$2,277.53",Wales,CreativeC
23/03/23,YouTube,Retargeting,33639,2207,43,"$1,682.82","$1,350.67",East of England,CreativeB
23/03/23,SnapChat,Retargeting,63874,346,47,"$4,052.88","$2,576.34",East Midlands,CreativeC
23/03/23,SnapChat,Prospecting,50747,2908,50,"$10,610.77","$6,648.20",Scotland,CreativeB
23/03/23,Instagram,Retargeting,91558,1402,164,"$6,706.97","$2,042.99",Wales,CreativeB
23/03/23,Instagram,Retargeting,61160,23,137,"$13,224.76","$1,222.37",West Midlands,CreativeB
23/03/23,YouTube,Prospecting,84825,2312,174,"$2,347.15",$330.63,Wales,CreativeB
23/03/23,SnapChat,Retargeting,9944,2440,114,"$8,028.92",$926.89,Wales,CreativeA
23/03/23,TikTok,Retargeting,71006,2345,245,"$5,586.56","$1,812.32",East of England,CreativeA
23/03/23,SnapChat,Prospecting,42533,2540,30,"$4,047.29","$4,002.50",Wales,CreativeC
23/03/23,Instagram,Retargeting,5045,653,34,"$1,110.14","$2,990.85",Yorkshire and the Humber,CreativeB
23/03/23,SnapChat,Prospecting,38387,1173,40,"$1,426.22","$2,744.78",West Midlands,CreativeA
23/03/23,Instagram,Retargeting,57300,13,64,"$3,273.37","$1,271.29",North East,CreativeA
23/03/23,YouTube,Retargeting,97612,1171,75,"$10,641.61","$6,858.68",North West,CreativeB
23/03/23,YouTube,Prospecting,44015,908,70,"$4,373.44",$604.07,North East,CreativeB
23/03/23,YouTube,Retargeting,19181,2664,31,"$3,337.21","$3,638.10",London,CreativeA
23/03/23,TikTok,Retargeting,17881,146,59,"$12,683.20","$1,487.95",Northern Ireland,CreativeA
23/03/23,TikTok,Prospecting,80229,262,56,"$8,439.22","$8,928.59",London,CreativeB
23/03/23,Instagram,Retargeting,30128,1179,18,"$14,399.63","$1,541.17",London,CreativeA
23/03/23,Facebook,Retargeting,14458,666,33,"$12,464.38","$5,529.79",Scotland,CreativeA
23/03/23,TikTok,Retargeting,85118,1805,209,"$7,093.60",$867.17,Wales,CreativeC
23/03/23,Instagram,Retargeting,56346,2195,67,"$10,081.88","$3,088.63",Yorkshire and the Humber,CreativeB
23/03/23,SnapChat,Retargeting,26197,2796,221,"$6,445.23","$5,677.17",East of England,CreativeA
23/03/23,YouTube,Prospecting,49948,799,37,"$10,095.11","$7,291.60",Scotland,CreativeA
23/03/23,YouTube,Retargeting,94122,2214,72,"$6,311.17","$1,270.28",Yorkshire and the Humber,CreativeA
23/03/23,YouTube,Retargeting,29478,597,143,"$11,371.73",$322.80,East of England,CreativeB
23/03/23,Instagram,Prospecting,106705,613,29,"$10,689.49","$1,534.46",Wales,CreativeA
23/03/23,YouTube,Prospecting,63159,337,162,"$11,570.06","$3,600.35",Yorkshire and the Humber,CreativeB
23/03/23,TikTok,Prospecting,26907,200,258,"$12,744.36","$1,396.14",South West,CreativeB
23/03/23,SnapChat,Prospecting,34131,2906,29,"$4,141.73","$3,710.83",Northern Ireland,CreativeC
23/03/23,YouTube,Retargeting,31112,2442,20,"$3,040.03","$1,457.63",London,CreativeB
23/03/23,Instagram,Retargeting,67888,230,11,$907.75,"$1,323.36",South West,CreativeB
23/03/23,SnapChat,Retargeting,50413,3277,91,"$11,498.41","$1,684.63",Yorkshire and the Humber,CreativeC
23/03/23,YouTube,Retargeting,53226,2882,79,"$7,117.46","$6,301.50",West Midlands,CreativeA
23/03/23,Facebook,Retargeting,76602,46,51,"$7,905.44",$915.28,North West,CreativeB
23/03/23,YouTube,Retargeting,69061,2026,51,"$6,643.66","$4,206.56",South East,CreativeA
23/03/23,TikTok,Retargeting,85134,2563,251,"$1,737.25",$344.92,East Midlands,CreativeC
23/03/23,SnapChat,Prospecting,57386,2517,11,"$8,101.02",$329.57,East Midlands,CreativeA
23/03/23,TikTok,Retargeting,33431,1377,41,"$10,597.38","$6,412.31",East of England,CreativeB
23/03/23,Facebook,Prospecting,75518,1111,30,"$8,981.29","$4,099.03",Wales,CreativeB
23/03/23,Facebook,Prospecting,36454,1739,246,"$2,131.65","$1,540.18",East of England,CreativeB
23/03/23,TikTok,Prospecting,68201,747,158,$965.88,"$2,377.68",South East,CreativeC
23/03/23,SnapChat,Retargeting,105398,2876,77,"$1,316.92","$3,505.52",East of England,CreativeA
23/03/23,Facebook,Retargeting,72958,144,256,"$3,088.01",$755.18,Wales,CreativeC
23/03/23,Facebook,Prospecting,51686,1139,26,"$14,208.85","$6,656.62",Yorkshire and the Humber,CreativeB
23/03/23,YouTube,Retargeting,95920,2344,53,"$8,872.16","$8,671.77",North West,CreativeB
23/03/23,Instagram,Retargeting,33618,493,59,"$2,285.04",$532.42,North West,CreativeC
23/03/23,Facebook,Prospecting,59248,1179,174,"$1,332.98","$1,657.22",Northern Ireland,CreativeB
23/03/23,SnapChat,Prospecting,89346,1557,229,"$11,094.60","$4,411.95",South East,CreativeA
23/03/23,SnapChat,Retargeting,16885,2573,35,"$5,528.30","$3,817.84",South East,CreativeB
23/03/23,YouTube,Prospecting,35045,2120,127,"$11,789.23","$1,114.53",Wales,CreativeC
23/03/23,SnapChat,Prospecting,80632,487,25,"$10,956.14",$663.84,London,CreativeA
23/03/23,YouTube,Prospecting,8353,2875,13,"$5,515.62","$2,325.36",North West,CreativeC
24/03/23,SnapChat,Prospecting,58182,613,180,"$8,830.48","$1,459.92",East Midlands,CreativeB
24/03/23,YouTube,Prospecting,67333,2559,48,"$3,868.08","$3,279.79",Northern Ireland,CreativeA
24/03/23,Facebook,Prospecting,26066,404,221,"$9,761.87",$460.05,South West,CreativeC
24/03/23,Facebook,Prospecting,17708,1562,64,"$5,260.79","$7,404.15",North East,CreativeB
24/03/23,TikTok,Prospecting,45823,1765,53,"$3,261.82","$2,867.36",West Midlands,CreativeC
24/03/23,Facebook,Retargeting,34062,1141,35,"$2,364.18","$1,416.74",East Midlands,CreativeC
24/03/23,TikTok,Retargeting,70747,98,159,"$11,126.61","$7,730.66",South East,CreativeA
24/03/23,Facebook,Prospecting,10899,1574,237,"$4,197.01","$2,293.44",Northern Ireland,CreativeC
24/03/23,Facebook,Retargeting,16998,194,176,"$4,043.45","$1,158.52",West Midlands,CreativeA
24/03/23,YouTube,Retargeting,16507,210,36,"$3,918.09","$2,726.24",Scotland,CreativeB
24/03/23,YouTube,Retargeting,66025,696,18,"$8,787.89","$3,093.41",Wales,CreativeC
24/03/23,Facebook,Prospecting,14521,310,98,"$14,292.95",$878.90,Northern Ireland,CreativeA
24/03/23,SnapChat,Prospecting,36647,157,100,"$5,342.66",$990.35,West Midlands,CreativeA
24/03/23,SnapChat,Prospecting,35314,64,20,"$12,150.70",$987.61,South West,CreativeB
24/03/23,Facebook,Retargeting,70817,1845,25,"$13,338.33","$2,700.06",Wales,CreativeC
24/03/23,SnapChat,Retargeting,34428,1761,138,"$9,167.23","$1,624.29",East Midlands,CreativeA
24/03/23,Facebook,Prospecting,29562,117,60,"$14,109.62","$2,696.01",West Midlands,CreativeC
24/03/23,YouTube,Retargeting,59364,3532,209,"$1,865.30","$1,789.73",East Midlands,CreativeC
24/03/23,Instagram,Retargeting,69097,2128,49,"$12,114.66","$4,440.72",London,CreativeB
24/03/23,TikTok,Prospecting,55653,1751,66,"$2,852.72","$4,274.69",West Midlands,CreativeC
24/03/23,SnapChat,Retargeting,20307,1615,109,"$6,141.18","$1,436.45",North West,CreativeA
24/03/23,SnapChat,Retargeting,49741,1226,56,"$10,083.87","$1,779.54",Yorkshire and the Humber,CreativeB
24/03/23,YouTube,Prospecting,78338,3023,45,"$5,496.90","$2,182.51",London,CreativeA
24/03/23,SnapChat,Retargeting,107632,57,116,"$2,493.68","$3,184.80",South West,CreativeC
24/03/23,Facebook,Prospecting,11601,731,56,"$14,551.64","$3,276.00",East Midlands,CreativeB
24/03/23,Facebook,Prospecting,9656,41,198,"$3,611.77","$4,710.91",Wales,CreativeA
24/03/23,Instagram,Prospecting,3151,708,181,"$9,977.20","$3,590.75",Scotland,CreativeA
24/03/23,Instagram,Prospecting,94015,1090,27,"$6,115.60","$3,182.45",East of England,CreativeB
24/03/23,Instagram,Prospecting,78683,50,172,"$2,285.42","$5,228.90",South West,CreativeA
24/03/23,Facebook,Prospecting,32331,10,7,"$7,767.66","$4,605.00",London,CreativeB
24/03/23,Instagram,Prospecting,35832,198,150,"$3,605.53","$2,786.77",South East,CreativeB
24/03/23,Instagram,Retargeting,37752,1618,196,"$11,433.16","$2,765.93",Wales,CreativeB
24/03/23,Facebook,Prospecting,76862,194,40,"$2,515.82","$1,352.21",North West,CreativeC
24/03/23,YouTube,Retargeting,60970,737,110,"$11,505.37","$1,350.91",South West,CreativeC
24/03/23,SnapChat,Retargeting,61142,2038,17,"$7,398.08","$4,155.89",Scotland,CreativeA
24/03/23,TikTok,Prospecting,58757,572,60,"$4,381.26","$1,797.63",South West,CreativeC
24/03/23,Facebook,Retargeting,57047,710,14,"$2,693.61",$949.66,South East,CreativeB
24/03/23,Facebook,Prospecting,31050,1448,190,"$8,708.03",$898.97,North West,CreativeB
24/03/23,TikTok,Prospecting,85823,2462,59,"$4,437.80","$5,126.62",East of England,CreativeA
24/03/23,TikTok,Prospecting,42279,2605,81,"$4,508.15","$8,909.90",North West,CreativeA
24/03/23,Instagram,Prospecting,51706,248,34,"$10,200.91","$3,538.68",Yorkshire and the Humber,CreativeB
24/03/23,TikTok,Prospecting,11367,1654,197,"$8,136.73","$6,789.31",West Midlands,CreativeB
24/03/23,SnapChat,Prospecting,47383,405,46,"$3,785.53","$2,008.73",North East,CreativeA
24/03/23,SnapChat,Retargeting,69568,664,148,"$2,505.97","$1,054.63",Wales,CreativeB
24/03/23,SnapChat,Retargeting,12210,95,155,"$9,594.70","$2,107.49",South West,CreativeA
24/03/23,SnapChat,Retargeting,72866,370,192,"$3,545.60","$1,929.50",Yorkshire and the Humber,CreativeA
24/03/23,SnapChat,Retargeting,33113,2245,11,"$2,369.49","$7,860.82",Wales,CreativeB
24/03/23,Instagram,Retargeting,42115,2078,80,"$10,206.37","$3,672.64",East of England,CreativeB
24/03/23,Facebook,Prospecting,56527,916,20,"$10,673.04","$5,329.58",Yorkshire and the Humber,CreativeA
24/03/23,TikTok,Retargeting,70889,2387,45,"$8,594.21","$8,104.72",East of England,CreativeB
24/03/23,Facebook,Prospecting,10246,999,62,"$13,084.68","$3,757.87",South West,CreativeB
24/03/23,TikTok,Prospecting,51951,1945,204,"$3,553.73","$1,240.96",Wales,CreativeB
24/03/23,Instagram,Prospecting,43141,177,31,"$1,256.53","$2,353.03",Northern Ireland,CreativeC
24/03/23,Instagram,Prospecting,19712,2162,11,"$6,511.15","$3,266.92",Yorkshire and the Humber,CreativeC
24/03/23,YouTube,Prospecting,1153,2215,32,"$8,175.05","$2,778.07",East of England,CreativeB
24/03/23,YouTube,Prospecting,55734,706,52,"$6,647.10","$3,674.10",South East,CreativeB
24/03/23,Instagram,Prospecting,77776,74,74,"$14,014.23","$6,200.86",South West,CreativeA
24/03/23,Instagram,Retargeting,80821,465,183,"$4,037.57","$3,650.16",Yorkshire and the Humber,CreativeC
24/03/23,TikTok,Prospecting,1907,226,44,"$2,617.83","$7,626.71",North West,CreativeB
24/03/23,Instagram,Prospecting,73934,510,28,"$11,792.90","$6,319.84",Yorkshire and the Humber,CreativeA
25/03/23,YouTube,Retargeting,91687,1770,158,"$7,504.39","$4,003.40",South East,CreativeC
25/03/23,Instagram,Retargeting,52093,1655,53,"$12,640.92","$1,885.80",East Midlands,CreativeB
25/03/23,YouTube,Retargeting,55315,355,30,"$4,823.71","$5,727.05",East Midlands,CreativeA
25/03/23,SnapChat,Retargeting,24125,57,47,"$7,799.40",$677.82,North East,CreativeC
25/03/23,SnapChat,Prospecting,42907,2773,197,"$1,201.47","$7,962.39",East of England,CreativeA
25/03/23,YouTube,Retargeting,57668,3220,6,"$6,113.07","$4,300.71",Wales,CreativeB
25/03/23,YouTube,Prospecting,79732,1588,28,"$3,394.44","$3,491.06",Northern Ireland,CreativeA
25/03/23,Facebook,Prospecting,1551,885,254,"$4,991.68","$3,304.25",London,CreativeA
25/03/23,Facebook,Retargeting,10121,198,39,"$10,072.72","$4,838.61",North East,CreativeB
25/03/23,TikTok,Prospecting,9257,1581,167,"$4,817.50",$299.41,Scotland,CreativeA
25/03/23,TikTok,Retargeting,66263,961,107,"$10,269.41","$6,470.11",West Midlands,CreativeC
25/03/23,TikTok,Prospecting,48684,1017,92,"$3,167.54",$653.93,Wales,CreativeA
25/03/23,Instagram,Prospecting,33692,1612,136,"$7,919.77","$3,389.38",West Midlands,CreativeA
25/03/23,SnapChat,Prospecting,77988,1829,31,"$7,140.59","$1,778.96",East of England,CreativeA
25/03/23,Instagram,Prospecting,58601,1543,50,"$5,812.37","$2,601.28",East of England,CreativeC
25/03/23,YouTube,Retargeting,51613,186,81,"$6,475.82","$7,310.65",Yorkshire and the Humber,CreativeC
25/03/23,Facebook,Retargeting,48606,373,151,"$3,372.66",$800.70,South West,CreativeA
25/03/23,YouTube,Retargeting,45733,261,105,"$6,090.26",$883.26,Wales,CreativeB
25/03/23,YouTube,Retargeting,25319,281,127,"$8,583.97","$1,976.08",London,CreativeA
25/03/23,Facebook,Prospecting,21429,872,194,"$6,572.70",$94.27,Scotland,CreativeC
25/03/23,YouTube,Retargeting,20682,898,48,"$2,808.81",$886.32,Yorkshire and the Humber,CreativeA
25/03/23,TikTok,Retargeting,61876,1063,233,"$9,628.54","$3,467.10",West Midlands,CreativeB
25/03/23,Facebook,Retargeting,5820,1736,94,"$8,866.90",$781.50,West Midlands,CreativeB
25/03/23,YouTube,Prospecting,62594,521,130,"$11,452.92","$3,770.87",Wales,CreativeA
25/03/23,TikTok,Prospecting,40312,934,90,"$2,010.44","$2,944.07",East Midlands,CreativeB
25/03/23,TikTok,Prospecting,64218,2944,239,"$7,828.07",$597.64,Northern Ireland,CreativeB
25/03/23,SnapChat,Prospecting,23635,666,22,"$7,944.11","$3,782.47",East Midlands,CreativeB
25/03/23,TikTok,Prospecting,12429,2821,71,"$2,716.61","$2,384.19",Wales,CreativeB
25/03/23,Instagram,Retargeting,60482,355,8,"$5,284.73","$2,961.14",Wales,CreativeA
25/03/23,Facebook,Prospecting,12822,900,36,"$3,836.13","$7,374.27",East Midlands,CreativeA
25/03/23,Facebook,Retargeting,25068,1818,211,"$11,359.80","$1,229.42",Yorkshire and the Humber,CreativeA
25/03/23,Facebook,Prospecting,59172,1860,92,"$3,904.91","$1,167.44",Northern Ireland,CreativeC
25/03/23,YouTube,Prospecting,85087,3462,22,"$2,616.07","$2,207.43",Yorkshire and the Humber,CreativeC
25/03/23,YouTube,Prospecting,89111,2800,207,"$4,081.02","$2,302.81",Wales,CreativeB
25/03/23,Instagram,Prospecting,93442,1306,252,"$9,417.69","$1,178.72",Northern Ireland,CreativeA
25/03/23,TikTok,Prospecting,28426,2308,177,"$9,757.11","$3,649.15",Scotland,CreativeB
25/03/23,YouTube,Prospecting,43245,345,9,"$7,941.01","$1,189.36",East of England,CreativeA
25/03/23,TikTok,Retargeting,14469,394,21,"$6,733.60","$4,452.33",North East,CreativeB
25/03/23,TikTok,Prospecting,16967,879,72,"$9,055.30","$1,254.66",North West,CreativeB
25/03/23,YouTube,Prospecting,51654,1466,6,"$10,334.25","$4,196.59",South East,CreativeC
25/03/23,YouTube,Retargeting,62663,3266,68,"$11,324.84","$3,651.56",South West,CreativeB
25/03/23,Instagram,Prospecting,9120,154,63,"$12,816.09","$3,892.09",East Midlands,CreativeB
25/03/23,SnapChat,Prospecting,78485,3200,13,"$3,501.68","$3,654.75",London,CreativeB
25/03/23,Facebook,Retargeting,36318,1725,39,"$12,667.82","$2,891.86",Scotland,CreativeC
25/03/23,YouTube,Retargeting,71580,257,53,"$3,052.24",$554.35,West Midlands,CreativeB
25/03/23,YouTube,Prospecting,17411,3907,211,"$10,537.87",$998.19,London,CreativeA
25/03/23,TikTok,Prospecting,58828,2486,255,"$2,271.03","$2,517.95",Northern Ireland,CreativeB
25/03/23,SnapChat,Prospecting,99900,1356,138,"$11,827.53","$1,466.00",Wales,CreativeB
25/03/23,YouTube,Prospecting,42860,2370,21,"$2,988.81","$1,585.46",East Midlands,CreativeA
25/03/23,SnapChat,Prospecting,47089,1243,233,"$3,369.78","$2,719.00",East Midlands,CreativeB
25/03/23,Facebook,Prospecting,53309,1654,209,"$13,411.65","$4,423.16",South East,CreativeB
25/03/23,TikTok,Retargeting,54404,1445,23,"$5,467.98","$6,753.39",South East,CreativeA
25/03/23,Instagram,Retargeting,19660,1865,50,"$8,267.42","$1,653.38",South East,CreativeB
25/03/23,Facebook,Retargeting,69944,1397,91,"$9,464.58","$1,091.82",Scotland,CreativeA
25/03/23,SnapChat,Retargeting,63301,3154,164,"$2,899.06",$173.70,West Midlands,CreativeA
25/03/23,SnapChat,Prospecting,40709,1205,131,"$1,801.76","$1,325.45",Yorkshire and the Humber,CreativeB
25/03/23,Facebook,Retargeting,39693,1598,234,"$11,996.03","$6,381.41",North East,CreativeA
25/03/23,SnapChat,Prospecting,13760,60,184,"$2,069.86","$3,880.80",South West,CreativeC
25/03/23,Instagram,Prospecting,57498,1937,24,"$5,498.35","$3,204.51",East Midlands,CreativeB
25/03/23,Instagram,Retargeting,40519,2457,59,"$3,827.48",$388.48,South West,CreativeC
26/03/23,SnapChat,Retargeting,89847,281,49,"$7,424.70","$4,704.98",North East,CreativeC
26/03/23,Instagram,Prospecting,28868,226,49,"$9,245.63","$4,899.88",North East,CreativeC
26/03/23,TikTok,Prospecting,67515,700,32,"$12,400.05","$7,861.38",West Midlands,CreativeB
26/03/23,TikTok,Retargeting,30330,1628,9,"$2,187.31","$1,666.44",London,CreativeB
26/03/23,TikTok,Prospecting,6519,154,59,"$8,559.21","$2,636.44",Northern Ireland,CreativeC
26/03/23,Facebook,Prospecting,32048,1262,35,"$10,849.45","$5,554.88",South East,CreativeC
26/03/23,TikTok,Prospecting,74052,2966,194,"$12,330.94","$1,111.65",Wales,CreativeA
26/03/23,Instagram,Retargeting,31164,2162,42,"$1,012.36","$2,321.27",North East,CreativeA
26/03/23,YouTube,Prospecting,1375,2397,83,"$6,262.35","$1,109.58",London,CreativeA
26/03/23,TikTok,Retargeting,20035,1302,33,"$6,019.79",$812.01,South East,CreativeC
26/03/23,Instagram,Retargeting,23428,2049,185,"$5,970.61","$3,285.17",West Midlands,CreativeB
26/03/23,Facebook,Retargeting,67915,1428,205,"$5,465.55","$6,968.80",London,CreativeC
26/03/23,Facebook,Prospecting,35534,1227,16,"$9,457.16",$823.71,London,CreativeA
26/03/23,YouTube,Prospecting,71037,3114,41,"$2,218.88","$1,124.73",Wales,CreativeC
26/03/23,YouTube,Prospecting,89084,2265,125,"$8,907.07","$4,925.33",East Midlands,CreativeB
26/03/23,Instagram,Retargeting,53567,2492,10,"$15,766.39",$848.51,Wales,CreativeA
26/03/23,YouTube,Prospecting,23546,388,20,"$9,110.51","$5,719.12",North West,CreativeA
26/03/23,YouTube,Prospecting,47615,329,116,"$3,124.94","$3,327.17",East of England,CreativeA
26/03/23,Facebook,Retargeting,74650,1794,10,"$13,161.01","$2,747.10",West Midlands,CreativeA
26/03/23,Instagram,Retargeting,37885,1680,83,"$12,054.12","$1,006.24",Scotland,CreativeA
26/03/23,YouTube,Retargeting,91524,2864,29,"$1,916.24","$6,705.71",Yorkshire and the Humber,CreativeA
26/03/23,Instagram,Prospecting,8814,2130,202,"$8,797.54","$1,474.40",Wales,CreativeC
26/03/23,TikTok,Prospecting,50654,920,269,"$11,278.21","$2,945.89",East Midlands,CreativeA
26/03/23,Facebook,Prospecting,64808,154,12,"$13,766.76","$2,614.24",North West,CreativeB
26/03/23,Facebook,Retargeting,51404,512,203,"$10,752.36","$3,015.78",East of England,CreativeA
26/03/23,Facebook,Prospecting,38502,1092,61,"$7,028.18","$2,317.03",South West,CreativeA
26/03/23,SnapChat,Retargeting,43915,183,35,"$10,982.57","$3,207.62",North West,CreativeC
26/03/23,Instagram,Prospecting,107038,692,25,"$12,336.74","$2,802.09",West Midlands,CreativeB
26/03/23,TikTok,Prospecting,14644,115,56,"$7,371.78",$151.18,South East,CreativeB
26/03/23,YouTube,Prospecting,18762,93,32,"$10,820.95","$7,067.51",North East,CreativeA
26/03/23,TikTok,Prospecting,56727,2454,125,"$4,215.81","$6,789.90",London,CreativeB
26/03/23,Instagram,Prospecting,29423,755,53,"$9,839.41","$1,145.24",North West,CreativeB
26/03/23,Facebook,Retargeting,78846,1243,217,"$14,414.18","$2,206.27",South East,CreativeA
26/03/23,SnapChat,Retargeting,1881,99,174,$982.13,"$6,138.38",South West,CreativeC
26/03/23,Instagram,Prospecting,34831,1418,42,"$13,697.16",$614.01,North West,CreativeC
26/03/23,Instagram,Prospecting,108457,1430,43,"$6,958.19","$6,826.59",Scotland,CreativeB
26/03/23,YouTube,Retargeting,5892,3536,28,$757.24,"$4,134.37",Wales,CreativeC
26/03/23,TikTok,Prospecting,33296,1431,225,"$8,597.49","$1,049.50",Yorkshire and the Humber,CreativeB
26/03/23,TikTok,Retargeting,16303,2463,17,"$11,908.21","$1,351.33",North East,CreativeB
26/03/23,YouTube,Prospecting,89340,122,13,"$9,151.92","$4,238.09",North East,CreativeB
26/03/23,SnapChat,Prospecting,43956,3059,78,"$4,177.20","$2,743.95",Yorkshire and the Humber,CreativeA
26/03/23,Facebook,Retargeting,45872,1403,70,"$4,481.59","$2,579.52",South West,CreativeB
26/03/23,Facebook,Retargeting,15081,461,36,"$10,920.86","$3,173.73",South West,CreativeC
26/03/23,SnapChat,Prospecting,38859,156,110,"$1,904.50","$2,210.58",North East,CreativeB
26/03/23,YouTube,Retargeting,44479,3544,8,"$1,152.13","$2,218.57",East Midlands,CreativeA
26/03/23,Instagram,Retargeting,46830,2118,148,"$9,761.52","$6,056.17",North West,CreativeA
26/03/23,TikTok,Prospecting,74834,2679,54,"$7,199.79","$3,612.25",South West,CreativeC
